ID,Year Birth,Education,Relationship Status,Kid in Home,Teen in Home,Date Customer,Recency,Amount of Wines,Amount of Fruits,Amount of Meat Products,Amount of Fish Products,Amount of Sweet Products,Amount of Gold Products,Num of Deals Purchases,Num of Web Purchases,Num of Catalog Purchases,Num of Store Purchases,Num of Web Visits Month,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total Num of Purchases,Total Amount,Age,Age Group,Campaign Participation
1891,1980,Master,Single,0,0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,15,1754,45,Dewasa (36-50),Yes
2570,1968,Bachelor,In Relationship,0,1,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,21,815,57,Paruh Baya (51-65),Yes
9256,1971,Bachelor,Single,0,1,2013-01-04,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,23,1001,54,Paruh Baya (51-65),No
295,1989,Bachelor,Single,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,21,1157,36,Dewasa (36-50),No
7397,1951,Bachelor,Single,0,1,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,18,688,74,Lansia (>65),No
6349,1987,Master,Single,0,0,2013-07-06,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,18,1319,38,Dewasa (36-50),No
10790,1985,PhD,In Relationship,1,0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,3,21,40,Dewasa (36-50),No
10398,1981,Below Bachelor's Degree,Single,1,0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,3,31,44,Dewasa (36-50),No
2431,1990,Bachelor,In Relationship,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,5,67,35,Dewasa Muda (26-35),No
550,1952,Bachelor,Single,0,1,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,19,708,73,Lansia (>65),No
1890,1971,Below Bachelor's Degree,In Relationship,1,1,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,3,25,54,Paruh Baya (51-65),No
10742,1983,PhD,In Relationship,0,0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,11,746,42,Dewasa (36-50),Yes
10356,1957,PhD,Single,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,4,32,68,Lansia (>65),No
4676,1951,Master,Single,0,2,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,23,1695,74,Lansia (>65),No
8852,1976,Bachelor,In Relationship,0,1,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,23,1080,49,Dewasa (36-50),No
3565,1955,Master,In Relationship,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,6,72,70,Lansia (>65),No
5294,1989,Bachelor,Single,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,7,57,36,Dewasa (36-50),No
1958,1973,PhD,In Relationship,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,19,660,52,Paruh Baya (51-65),No
7349,1973,Below Bachelor's Degree,In Relationship,1,0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,7,103,52,Paruh Baya (51-65),Yes
8799,1984,PhD,In Relationship,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,8,153,41,Dewasa (36-50),No
1351,1956,Master,In Relationship,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,28,1220,69,Lansia (>65),Yes
1045,1965,Bachelor,In Relationship,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,11,279,60,Paruh Baya (51-65),No
7732,1978,Bachelor,In Relationship,1,0,2014-01-02,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,19,745,47,Dewasa (36-50),No
8070,1973,PhD,In Relationship,0,1,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,11,264,52,Paruh Baya (51-65),No
477,1986,Bachelor,In Relationship,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,21,2157,39,Dewasa (36-50),Yes
7832,1959,Master,In Relationship,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,22,1526,66,Lansia (>65),Yes
2202,1978,Bachelor,In Relationship,0,1,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,5,69,47,Dewasa (36-50),No
7396,1966,Bachelor,In Relationship,0,0,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,25,1597,59,Paruh Baya (51-65),Yes
4055,1992,Below Bachelor's Degree,Single,1,0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,6,64,33,Dewasa Muda (26-35),No
10340,1984,Bachelor,In Relationship,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,12,497,41,Dewasa (36-50),No
10091,1956,Bachelor,Single,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,15,1067,69,Lansia (>65),No
7629,1977,Bachelor,In Relationship,1,1,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,5,31,48,Dewasa (36-50),No
10640,1974,Bachelor,In Relationship,1,1,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,9,211,51,Paruh Baya (51-65),No
3498,1976,PhD,In Relationship,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,21,877,49,Dewasa (36-50),Yes
6742,1979,Bachelor,In Relationship,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,3,11,46,Dewasa (36-50),No
1172,1983,PhD,In Relationship,0,0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,24,2034,42,Dewasa (36-50),Yes
569,1991,Bachelor,Single,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,18,1991,34,Dewasa Muda (26-35),Yes
4686,1962,PhD,Single,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,24,1686,63,Paruh Baya (51-65),Yes
1381,1982,PhD,Single,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,12,324,43,Dewasa (36-50),Yes
2634,1979,Master,Single,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,6,69,46,Dewasa (36-50),Yes
10905,1955,Bachelor,In Relationship,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,11,252,70,Lansia (>65),Yes
1744,1965,Below Bachelor's Degree,Single,0,1,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,4,54,60,Paruh Baya (51-65),No
1000,1961,Master,In Relationship,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,23,964,64,Paruh Baya (51-65),No
3828,1951,Bachelor,In Relationship,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,26,1327,74,Lansia (>65),No
8605,1964,PhD,In Relationship,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,5,68,61,Paruh Baya (51-65),No
10304,1959,Bachelor,In Relationship,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,4,60,66,Lansia (>65),No
4351,1955,Bachelor,Single,1,1,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,4,55,70,Lansia (>65),Yes
10129,1966,Bachelor,In Relationship,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,20,1456,59,Paruh Baya (51-65),Yes
2499,1958,Below Bachelor's Degree,Single,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,17,563,67,Lansia (>65),No
10092,1954,Bachelor,Single,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,22,1504,71,Lansia (>65),No
7500,1967,Bachelor,Single,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,17,564,58,Paruh Baya (51-65),No
5796,1963,Bachelor,In Relationship,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,22,1125,62,Paruh Baya (51-65),Yes
10556,1959,Bachelor,In Relationship,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,13,358,66,Lansia (>65),Yes
1064,1971,PhD,In Relationship,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,4,42,54,Paruh Baya (51-65),No
48,1964,Bachelor,In Relationship,0,1,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,8,184,61,Paruh Baya (51-65),Yes
7610,1983,Bachelor,In Relationship,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,14,460,42,Dewasa (36-50),No
263,1945,PhD,Single,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,7,145,80,Lansia (>65),Yes
10814,1947,Bachelor,In Relationship,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,24,1376,78,Lansia (>65),Yes
9710,1969,PhD,Single,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,21,792,56,Paruh Baya (51-65),No
9292,1952,Bachelor,In Relationship,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,22,1382,73,Lansia (>65),No
10250,1947,Below Bachelor's Degree,In Relationship,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,3,28,78,Lansia (>65),No
7881,1946,Master,In Relationship,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,23,1033,79,Lansia (>65),No
5847,1969,Bachelor,Single,0,1,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,20,882,56,Paruh Baya (51-65),No
737,1949,PhD,In Relationship,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,13,2231,76,Lansia (>65),Yes
3571,1961,PhD,In Relationship,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,16,1101,64,Paruh Baya (51-65),Yes
7807,1974,Bachelor,In Relationship,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,11,369,51,Paruh Baya (51-65),No
3878,1980,Below Bachelor's Degree,Single,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,4,48,45,Dewasa (36-50),No
5092,1949,PhD,Single,0,1,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,15,467,76,Lansia (>65),Yes
2154,1971,Bachelor,Single,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,5,44,54,Paruh Baya (51-65),No
5394,1979,Below Bachelor's Degree,Single,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,6,38,46,Dewasa (36-50),No
3798,1968,Bachelor,In Relationship,1,1,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,6,81,57,Paruh Baya (51-65),No
3524,1971,Master,Single,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,8,167,54,Paruh Baya (51-65),Yes
5247,1955,PhD,In Relationship,1,1,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,5,45,70,Lansia (>65),No
5883,1972,Bachelor,In Relationship,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,18,664,53,Paruh Baya (51-65),No
2118,1964,Below Bachelor's Degree,In Relationship,0,1,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,17,622,61,Paruh Baya (51-65),No
8812,1979,Below Bachelor's Degree,Single,1,0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,5,48,46,Dewasa (36-50),No
6616,1975,Bachelor,In Relationship,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,14,461,50,Dewasa (36-50),No
2797,1977,Bachelor,In Relationship,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,25,1073,48,Dewasa (36-50),No
4328,1986,Below Bachelor's Degree,In Relationship,1,0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,6,55,39,Dewasa (36-50),No
9167,1956,Bachelor,In Relationship,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,23,976,69,Lansia (>65),No
10560,1980,PhD,Single,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,4,20,45,Dewasa (36-50),No
2631,1982,Bachelor,In Relationship,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,16,1149,43,Dewasa (36-50),No
8312,1961,Below Bachelor's Degree,In Relationship,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,5,43,64,Paruh Baya (51-65),No
5534,1975,Master,In Relationship,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,8,224,50,Dewasa (36-50),Yes
5093,1974,PhD,Single,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,6,101,51,Paruh Baya (51-65),Yes
7592,1946,PhD,In Relationship,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,9,209,79,Lansia (>65),No
8895,1985,Bachelor,Single,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,20,968,40,Dewasa (36-50),No
8584,1952,PhD,In Relationship,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,16,1165,73,Lansia (>65),No
2694,1967,Bachelor,In Relationship,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,4,24,58,Paruh Baya (51-65),No
8910,1955,Bachelor,In Relationship,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,11,252,70,Lansia (>65),Yes
7433,1985,Bachelor,Single,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,8,165,40,Dewasa (36-50),No
164,1977,PhD,In Relationship,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,11,269,48,Dewasa (36-50),No
10477,1973,PhD,In Relationship,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,6,102,52,Paruh Baya (51-65),No
2681,1984,Below Bachelor's Degree,In Relationship,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,18,461,41,Dewasa (36-50),No
5150,1979,Below Bachelor's Degree,Single,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,5,47,46,Dewasa (36-50),No
5283,1976,PhD,Single,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,7,144,49,Dewasa (36-50),No
9645,1968,Bachelor,In Relationship,0,0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,23,1338,57,Paruh Baya (51-65),No
10678,1959,Bachelor,In Relationship,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,23,917,66,Lansia (>65),No
7261,1971,Bachelor,In Relationship,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,12,318,54,Paruh Baya (51-65),Yes
9648,1967,Bachelor,Single,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,10,253,58,Paruh Baya (51-65),No
2870,1973,Bachelor,In Relationship,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,15,502,52,Paruh Baya (51-65),No
8008,1983,Bachelor,In Relationship,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,6,119,42,Dewasa (36-50),No
1513,1979,Below Bachelor's Degree,In Relationship,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,16,1250,46,Dewasa (36-50),No
6173,1979,Bachelor,In Relationship,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,23,969,46,Dewasa (36-50),No
1419,1950,Bachelor,In Relationship,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,6,76,75,Lansia (>65),No
9150,1963,PhD,Single,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,5,62,62,Paruh Baya (51-65),No
7960,1962,Below Bachelor's Degree,In Relationship,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,25,1382,63,Paruh Baya (51-65),Yes
1250,1976,Bachelor,Single,1,0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,6,84,49,Dewasa (36-50),No
9905,1952,Bachelor,In Relationship,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,9,255,73,Lansia (>65),Yes
10691,1960,Master,In Relationship,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,4,43,65,Paruh Baya (51-65),No
7002,1955,Bachelor,Single,0,1,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,13,398,70,Lansia (>65),No
2952,1977,Master,Single,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,6,76,48,Dewasa (36-50),No
8439,1964,Bachelor,In Relationship,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,13,902,61,Paruh Baya (51-65),Yes
762,1981,Below Bachelor's Degree,In Relationship,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,20,823,44,Dewasa (36-50),No
2831,1976,Bachelor,In Relationship,0,1,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,24,1179,49,Dewasa (36-50),No
6977,1974,Bachelor,In Relationship,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,28,1921,51,Paruh Baya (51-65),Yes
6289,1951,Master,In Relationship,1,1,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,8,185,74,Lansia (>65),No
4168,1966,Bachelor,Single,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,14,433,59,Paruh Baya (51-65),Yes
8397,1951,Bachelor,In Relationship,1,1,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,4,34,74,Lansia (>65),Yes
9284,1958,Bachelor,In Relationship,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,22,907,67,Lansia (>65),No
6237,1966,PhD,Single,0,2,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,25,416,59,Paruh Baya (51-65),No
3130,1964,Bachelor,Single,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,6,44,61,Paruh Baya (51-65),No
1619,1956,Bachelor,In Relationship,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,16,1588,69,Lansia (>65),Yes
1990,1974,PhD,Single,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,16,1797,51,Paruh Baya (51-65),Yes
5513,1966,Bachelor,In Relationship,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,4,40,59,Paruh Baya (51-65),No
269,1963,PhD,Single,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,15,1143,62,Paruh Baya (51-65),No
8093,1969,Master,In Relationship,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,13,914,56,Paruh Baya (51-65),Yes
10513,1992,Bachelor,In Relationship,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,11,1502,33,Dewasa Muda (26-35),Yes
10177,1954,Bachelor,Single,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,17,1338,71,Lansia (>65),No
2549,1983,PhD,In Relationship,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,4,27,42,Dewasa (36-50),No
5782,1982,Below Bachelor's Degree,In Relationship,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,20,763,43,Dewasa (36-50),Yes
10057,1951,Bachelor,Single,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,21,1331,74,Lansia (>65),Yes
10307,1956,Bachelor,In Relationship,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,16,525,69,Lansia (>65),No
8566,1961,PhD,In Relationship,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,9,64,Paruh Baya (51-65),No
2415,1962,Bachelor,In Relationship,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,13,953,63,Paruh Baya (51-65),Yes
5684,1971,Master,Single,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,5,68,54,Paruh Baya (51-65),No
8334,1971,Master,Single,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,7,131,54,Paruh Baya (51-65),No
9166,1968,Bachelor,In Relationship,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,20,882,57,Paruh Baya (51-65),No
1440,1978,Below Bachelor's Degree,In Relationship,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,23,1149,47,Dewasa (36-50),No
78,1969,Bachelor,In Relationship,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,4,37,56,Paruh Baya (51-65),No
5441,1965,PhD,Single,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,13,388,60,Paruh Baya (51-65),No
5302,1986,Bachelor,In Relationship,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,15,1428,39,Dewasa (36-50),Yes
4687,1958,Master,In Relationship,0,0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,23,1633,67,Lansia (>65),No
1087,1975,Master,In Relationship,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,7,173,50,Dewasa (36-50),Yes
6859,1987,Bachelor,Single,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,7,99,38,Dewasa (36-50),No
9860,1959,Bachelor,In Relationship,0,1,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,9,215,66,Lansia (>65),No
7129,1962,PhD,In Relationship,0,1,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,23,929,63,Paruh Baya (51-65),No
5866,1974,Bachelor,In Relationship,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,9,219,51,Paruh Baya (51-65),No
10521,1977,Bachelor,In Relationship,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,8,174,48,Dewasa (36-50),Yes
7393,1978,Bachelor,In Relationship,1,1,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,6,92,47,Dewasa (36-50),No
7849,1970,PhD,In Relationship,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,24,1052,55,Paruh Baya (51-65),No
332,1957,Bachelor,In Relationship,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,11,275,68,Lansia (>65),Yes
9847,1955,Below Bachelor's Degree,In Relationship,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,14,587,70,Lansia (>65),No
531,1954,PhD,Single,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,22,1662,71,Lansia (>65),Yes
9576,1982,PhD,In Relationship,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,8,159,43,Dewasa (36-50),No
6906,1953,Master,Single,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,17,1024,72,Lansia (>65),Yes
7419,1968,Master,Single,1,0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,5,35,57,Paruh Baya (51-65),No
3170,1957,Master,In Relationship,0,0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,14,1042,68,Lansia (>65),No
8527,1965,Master,In Relationship,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,14,395,60,Paruh Baya (51-65),No
7872,1975,PhD,In Relationship,0,0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,22,557,50,Dewasa (36-50),Yes
9931,1963,PhD,In Relationship,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,0,9,62,Paruh Baya (51-65),No
